invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,sales,cogs,profit,inventory_days,movement_type,profit_margin,overstock_alert
I283507,C268455,Female,64,Clothing,3,900.24,Debit Card,02-02-2023,Mall of Istanbul,2700.7200000000003,1890.5040000000001,810.2160000000001,89,Slow Moving,30.000000000000004,Healthy
I485162,C475080,Male,64,Clothing,2,600.16,Credit Card,21-05-2021,Mall of Istanbul,1200.32,840.2239999999999,360.096,46,Fast Moving,30.000000000000004,Healthy
I138219,C338671,Female,21,Clothing,3,900.24,Cash,09-06-2021,Cevahir AVM,2700.7200000000003,1890.5040000000001,810.2160000000001,104,Slow Moving,30.000000000000004,Healthy
I369631,C606472,Female,45,Clothing,3,900.24,Cash,04-02-2022,Istinye Park,2700.7200000000003,1890.5040000000001,810.2160000000001,45,Fast Moving,30.000000000000004,Healthy
I285013,C424443,Male,31,Technology,2,2100.0,Credit Card,27-02-2021,Metrocity,4200.0,2940.0,1260.0,42,Fast Moving,30.0,Healthy
I288639,C181284,Male,37,Clothing,4,1200.32,Cash,24-10-2022,Forum Istanbul,4801.28,3360.8959999999997,1440.384,38,Fast Moving,30.000000000000004,Healthy
I145668,C184744,Male,31,Toys,3,107.52,Credit Card,17-03-2022,Mall of Istanbul,322.56,225.79199999999997,96.76800000000003,21,Fast Moving,30.00000000000001,Healthy
I203772,C271031,Female,63,Clothing,4,1200.32,Cash,01-08-2021,Forum Istanbul,4801.28,3360.8959999999997,1440.384,41,Fast Moving,30.000000000000004,Healthy
I280961,C932517,Female,26,Clothing,2,600.16,Debit Card,02-10-2021,Kanyon,1200.32,840.2239999999999,360.096,29,Fast Moving,30.000000000000004,Healthy
I224642,C581271,Male,46,Food & Beverage,4,20.92,Credit Card,30-03-2022,Metrocity,83.68,58.576,25.104000000000006,106,Slow Moving,30.000000000000004,Healthy
I192290,C850866,Female,31,Clothing,2,600.16,Credit Card,30-09-2021,Mall of Istanbul,1200.32,840.2239999999999,360.096,80,Slow Moving,30.000000000000004,Healthy
I118084,C264819,Female,60,Clothing,5,1500.4,Cash,10-01-2021,Cevahir AVM,7502.0,5251.4,2250.6000000000004,91,Slow Moving,30.000000000000004,Healthy
I272181,C279559,Female,23,Clothing,2,600.16,Credit Card,22-01-2023,Kanyon,1200.32,840.2239999999999,360.096,110,Slow Moving,30.000000000000004,Healthy
I278920,C162008,Female,59,Clothing,2,600.16,Credit Card,03-07-2021,Cevahir AVM,1200.32,840.2239999999999,360.096,90,Slow Moving,30.000000000000004,Healthy
I187920,C475377,Female,44,Cosmetics,2,81.32,Debit Card,01-10-2022,Metrocity,162.64,113.84799999999998,48.792,89,Slow Moving,30.000000000000004,Healthy
I328192,C198094,Female,54,Food & Beverage,1,5.23,Credit Card,02-09-2021,Kanyon,5.23,3.661,1.5690000000000004,31,Fast Moving,30.000000000000004,Healthy
I953657,C838623,Male,55,Clothing,5,1500.4,Debit Card,17-08-2022,Kanyon,7502.0,5251.4,2250.6000000000004,61,Fast Moving,30.000000000000004,Healthy
I226372,C853154,Male,50,Shoes,4,2400.68,Cash,24-02-2022,Zorlu Center,9602.72,6721.9039999999995,2880.816,35,Fast Moving,30.0,Healthy
I130494,C291802,Female,36,Souvenir,2,23.46,Debit Card,13-02-2021,Mall of Istanbul,46.92,32.844,14.076,10,Fast Moving,30.0,Healthy
I237041,C206443,Male,33,Shoes,5,3000.85,Cash,06-09-2022,Metrocity,15004.25,10502.974999999999,4501.2750000000015,95,Slow Moving,30.00000000000001,Healthy
I182523,C164988,Male,18,Cosmetics,2,81.32,Cash,13-03-2022,Metropol AVM,162.64,113.84799999999998,48.792,44,Fast Moving,30.000000000000004,Healthy
I307391,C218830,Female,54,Souvenir,2,23.46,Credit Card,26-08-2022,Mall of Istanbul,46.92,32.844,14.076,102,Slow Moving,30.0,Healthy
I253364,C172917,Male,46,Cosmetics,3,121.98,Debit Card,20-11-2021,Mall of Istanbul,365.94,256.15799999999996,109.78200000000004,16,Fast Moving,30.00000000000001,Healthy
I123565,C127847,Male,38,Food & Beverage,2,10.46,Credit Card,17-06-2022,Emaar Square Mall,20.92,14.644,6.276000000000002,113,Slow Moving,30.000000000000004,Healthy
I267637,C771924,Female,39,Cosmetics,2,81.32,Credit Card,15-10-2022,Metrocity,162.64,113.84799999999998,48.792,57,Fast Moving,30.000000000000004,Healthy
I266070,C185774,Female,36,Cosmetics,2,81.32,Debit Card,04-06-2021,Metrocity,162.64,113.84799999999998,48.792,75,Fast Moving,30.000000000000004,Healthy
I197896,C227232,Male,53,Clothing,4,1200.32,Credit Card,10-10-2021,Metrocity,4801.28,3360.8959999999997,1440.384,14,Fast Moving,30.000000000000004,Healthy
I177082,C264631,Male,50,Food & Beverage,3,15.69,Credit Card,22-04-2022,Mall of Istanbul,47.07,32.949,14.121000000000002,49,Fast Moving,30.000000000000004,Healthy
I182326,C205376,Male,64,Food & Beverage,1,5.23,Cash,13-12-2021,Metropol AVM,5.23,3.661,1.5690000000000004,21,Fast Moving,30.000000000000004,Healthy
I285766,C161073,Female,44,Food & Beverage,1,5.23,Cash,22-02-2022,Kanyon,5.23,3.661,1.5690000000000004,30,Fast Moving,30.000000000000004,Healthy
I327416,C322260,Male,42,Clothing,2,600.16,Credit Card,02-08-2022,Metropol AVM,1200.32,840.2239999999999,360.096,89,Slow Moving,30.000000000000004,Healthy
I449724,C121211,Female,67,Clothing,4,1200.32,Debit Card,21-05-2021,Mall of Istanbul,4801.28,3360.8959999999997,1440.384,96,Slow Moving,30.000000000000004,Healthy
I261996,C171987,Male,46,Food & Beverage,1,5.23,Credit Card,10-03-2021,Metrocity,5.23,3.661,1.5690000000000004,66,Fast Moving,30.000000000000004,Healthy
I193095,C290363,Female,47,Cosmetics,5,203.3,Credit Card,30-03-2021,Mall of Istanbul,1016.5,711.55,304.95000000000005,50,Fast Moving,30.000000000000004,Healthy
I242047,C379931,Female,50,Clothing,1,300.08,Credit Card,30-07-2022,Metrocity,300.08,210.05599999999998,90.024,68,Fast Moving,30.000000000000004,Healthy
I173444,C422499,Male,39,Books,2,30.3,Cash,05-03-2023,Metrocity,60.6,42.42,18.18,6,Fast Moving,30.0,Healthy
I262529,C475169,Male,31,Toys,4,143.36,Cash,16-01-2022,Metropol AVM,573.44,401.408,172.03200000000004,58,Fast Moving,30.000000000000004,Healthy
I248042,C198030,Female,28,Clothing,1,300.08,Debit Card,29-06-2021,Viaport Outlet,300.08,210.05599999999998,90.024,111,Slow Moving,30.000000000000004,Healthy
I487727,C162965,Male,68,Clothing,1,300.08,Cash,04-02-2022,Kanyon,300.08,210.05599999999998,90.024,69,Fast Moving,30.000000000000004,Healthy
I257855,C330282,Male,55,Clothing,2,600.16,Debit Card,25-11-2021,Metropol AVM,1200.32,840.2239999999999,360.096,55,Fast Moving,30.000000000000004,Healthy
I210526,C199520,Female,58,Books,4,60.6,Debit Card,23-04-2021,Emaar Square Mall,242.4,169.68,72.72,57,Fast Moving,30.0,Healthy
I200558,C219393,Male,49,Technology,5,5250.0,Cash,20-01-2022,Istinye Park,26250.0,18375.0,7875.0,40,Fast Moving,30.0,Healthy
I654306,C239813,Male,57,Shoes,4,2400.68,Credit Card,02-10-2021,Metropol AVM,9602.72,6721.9039999999995,2880.816,119,Slow Moving,30.0,Healthy
I258460,C283880,Female,52,Toys,4,143.36,Credit Card,04-03-2022,Mall of Istanbul,573.44,401.408,172.03200000000004,30,Fast Moving,30.000000000000004,Healthy
I243264,C217948,Female,28,Shoes,1,600.17,Cash,09-12-2022,Metropol AVM,600.17,420.11899999999997,180.051,33,Fast Moving,30.0,Healthy
I151138,C170925,Female,47,Souvenir,5,58.65,Cash,05-03-2021,Metrocity,293.25,205.27499999999998,87.97500000000002,25,Fast Moving,30.00000000000001,Healthy
I247306,C465167,Female,46,Cosmetics,4,162.64,Cash,22-10-2021,Mall of Istanbul,650.56,455.39199999999994,195.168,15,Fast Moving,30.000000000000004,Healthy
I673195,C155697,Male,38,Souvenir,1,11.73,Cash,20-11-2021,Mall of Istanbul,11.73,8.211,3.519,44,Fast Moving,30.0,Healthy
I431780,C111981,Male,47,Cosmetics,5,203.3,Credit Card,01-04-2021,Metrocity,1016.5,711.55,304.95000000000005,15,Fast Moving,30.000000000000004,Healthy
I323800,C107279,Female,23,Food & Beverage,3,15.69,Cash,27-08-2022,Mall of Istanbul,47.07,32.949,14.121000000000002,40,Fast Moving,30.000000000000004,Healthy
I939160,C895045,Male,38,Toys,2,71.68,Cash,20-10-2022,Kanyon,143.36,100.352,43.00800000000001,117,Slow Moving,30.000000000000004,Healthy
I351510,C160201,Male,48,Food & Beverage,3,15.69,Debit Card,14-06-2022,Zorlu Center,47.07,32.949,14.121000000000002,63,Fast Moving,30.000000000000004,Healthy
I119332,C278169,Male,48,Cosmetics,4,162.64,Cash,16-09-2022,Kanyon,650.56,455.39199999999994,195.168,43,Fast Moving,30.000000000000004,Healthy
I862119,C709743,Female,50,Food & Beverage,5,26.15,Cash,27-01-2022,Metrocity,130.75,91.52499999999999,39.22500000000001,108,Slow Moving,30.000000000000004,Healthy
I212519,C273931,Female,59,Toys,2,71.68,Debit Card,10-10-2022,Emaar Square Mall,143.36,100.352,43.00800000000001,103,Slow Moving,30.000000000000004,Healthy
I260086,C177500,Male,31,Technology,5,5250.0,Credit Card,10-01-2021,Kanyon,26250.0,18375.0,7875.0,58,Fast Moving,30.0,Healthy
I165750,C392081,Male,27,Cosmetics,3,121.98,Credit Card,26-01-2021,Cevahir AVM,365.94,256.15799999999996,109.78200000000004,102,Slow Moving,30.00000000000001,Healthy
I297633,C311887,Female,35,Clothing,1,300.08,Cash,08-02-2023,Viaport Outlet,300.08,210.05599999999998,90.024,59,Fast Moving,30.000000000000004,Healthy
I152967,C744124,Female,44,Clothing,2,600.16,Credit Card,30-03-2022,Istinye Park,1200.32,840.2239999999999,360.096,115,Slow Moving,30.000000000000004,Healthy
I160076,C550185,Male,47,Clothing,3,900.24,Cash,30-01-2022,Metrocity,2700.7200000000003,1890.5040000000001,810.2160000000001,28,Fast Moving,30.000000000000004,Healthy
I133922,C330413,Female,20,Food & Beverage,1,5.23,Debit Card,26-03-2021,Kanyon,5.23,3.661,1.5690000000000004,26,Fast Moving,30.000000000000004,Healthy
I176514,C179590,Male,43,Toys,4,143.36,Credit Card,13-04-2021,Kanyon,573.44,401.408,172.03200000000004,73,Fast Moving,30.000000000000004,Healthy
I825155,C255999,Female,68,Clothing,2,600.16,Credit Card,12-02-2021,Metrocity,1200.32,840.2239999999999,360.096,60,Fast Moving,30.000000000000004,Healthy
I271897,C204867,Male,52,Toys,2,71.68,Credit Card,25-05-2021,Viaport Outlet,143.36,100.352,43.00800000000001,37,Fast Moving,30.000000000000004,Healthy
I400888,C143471,Male,39,Cosmetics,5,203.3,Debit Card,07-02-2023,Zorlu Center,1016.5,711.55,304.95000000000005,40,Fast Moving,30.000000000000004,Healthy
I323718,C102567,Male,29,Clothing,1,300.08,Cash,12-05-2021,Metrocity,300.08,210.05599999999998,90.024,115,Slow Moving,30.000000000000004,Healthy
I133821,C250146,Female,58,Cosmetics,2,81.32,Cash,12-02-2022,Zorlu Center,162.64,113.84799999999998,48.792,24,Fast Moving,30.000000000000004,Healthy
I134446,C661696,Female,53,Technology,5,5250.0,Cash,24-01-2023,Mall of Istanbul,26250.0,18375.0,7875.0,87,Slow Moving,30.0,Healthy
I549884,C474588,Female,64,Food & Beverage,3,15.69,Debit Card,02-10-2021,Forum Istanbul,47.07,32.949,14.121000000000002,103,Slow Moving,30.000000000000004,Healthy
I112064,C203624,Male,24,Food & Beverage,1,5.23,Cash,24-01-2023,Kanyon,5.23,3.661,1.5690000000000004,111,Slow Moving,30.000000000000004,Healthy
I352477,C320610,Male,65,Clothing,5,1500.4,Cash,19-10-2022,Kanyon,7502.0,5251.4,2250.6000000000004,85,Slow Moving,30.000000000000004,Healthy
I267362,C144709,Female,23,Clothing,3,900.24,Credit Card,17-04-2021,Metropol AVM,2700.7200000000003,1890.5040000000001,810.2160000000001,66,Fast Moving,30.000000000000004,Healthy
I651687,C121513,Male,60,Toys,2,71.68,Cash,25-08-2022,Mall of Istanbul,143.36,100.352,43.00800000000001,113,Slow Moving,30.000000000000004,Healthy
I199027,C287970,Male,69,Clothing,2,600.16,Debit Card,24-07-2022,Mall of Istanbul,1200.32,840.2239999999999,360.096,111,Slow Moving,30.000000000000004,Healthy
I204418,C329432,Male,18,Cosmetics,1,40.66,Credit Card,20-12-2021,Zorlu Center,40.66,28.461999999999996,12.198,102,Slow Moving,30.000000000000004,Healthy
I230057,C882218,Male,51,Cosmetics,5,203.3,Credit Card,14-05-2021,Metrocity,1016.5,711.55,304.95000000000005,77,Slow Moving,30.000000000000004,Healthy
I219372,C176686,Female,37,Cosmetics,4,162.64,Cash,02-04-2021,Istinye Park,650.56,455.39199999999994,195.168,30,Fast Moving,30.000000000000004,Healthy
I257456,C632622,Female,59,Technology,3,3150.0,Debit Card,29-11-2022,Cevahir AVM,9450.0,6615.0,2835.0,70,Fast Moving,30.0,Healthy
I225296,C198638,Male,24,Food & Beverage,3,15.69,Credit Card,04-04-2021,Viaport Outlet,47.07,32.949,14.121000000000002,77,Slow Moving,30.000000000000004,Healthy
I237248,C399332,Female,49,Technology,4,4200.0,Cash,09-05-2022,Mall of Istanbul,16800.0,11760.0,5040.0,77,Slow Moving,30.0,Healthy
I228474,C271349,Male,43,Clothing,3,900.24,Debit Card,19-03-2021,Zorlu Center,2700.7200000000003,1890.5040000000001,810.2160000000001,44,Fast Moving,30.000000000000004,Healthy
I129050,C255079,Female,53,Technology,3,3150.0,Cash,07-01-2022,Metrocity,9450.0,6615.0,2835.0,21,Fast Moving,30.0,Healthy
I242447,C170934,Female,29,Clothing,2,600.16,Cash,16-05-2022,Kanyon,1200.32,840.2239999999999,360.096,5,Fast Moving,30.000000000000004,Healthy
I140537,C196044,Female,67,Cosmetics,2,81.32,Credit Card,21-10-2022,Mall of Istanbul,162.64,113.84799999999998,48.792,93,Slow Moving,30.000000000000004,Healthy
I810843,C179024,Female,41,Clothing,4,1200.32,Cash,02-01-2021,Metrocity,4801.28,3360.8959999999997,1440.384,65,Fast Moving,30.000000000000004,Healthy
I335616,C191458,Female,50,Books,3,45.45,Cash,11-01-2022,Mall of Istanbul,136.35000000000002,95.44500000000001,40.905000000000015,47,Fast Moving,30.000000000000004,Healthy
I763903,C113451,Female,58,Clothing,2,600.16,Debit Card,25-07-2021,Zorlu Center,1200.32,840.2239999999999,360.096,108,Slow Moving,30.000000000000004,Healthy
I203134,C302824,Male,26,Clothing,3,900.24,Cash,04-05-2021,Kanyon,2700.7200000000003,1890.5040000000001,810.2160000000001,46,Fast Moving,30.000000000000004,Healthy
I671317,C149082,Female,56,Cosmetics,5,203.3,Cash,09-12-2022,Mall of Istanbul,1016.5,711.55,304.95000000000005,29,Fast Moving,30.000000000000004,Healthy
I173571,C675153,Female,56,Food & Beverage,4,20.92,Credit Card,13-09-2022,Kanyon,83.68,58.576,25.104000000000006,43,Fast Moving,30.000000000000004,Healthy
I192662,C238146,Male,55,Clothing,3,900.24,Credit Card,21-02-2023,Istinye Park,2700.7200000000003,1890.5040000000001,810.2160000000001,39,Fast Moving,30.000000000000004,Healthy
I907293,C617356,Male,68,Toys,4,143.36,Cash,02-01-2022,Mall of Istanbul,573.44,401.408,172.03200000000004,7,Fast Moving,30.000000000000004,Healthy
I296279,C298580,Male,59,Souvenir,1,11.73,Credit Card,11-01-2021,Zorlu Center,11.73,8.211,3.519,118,Slow Moving,30.0,Healthy
I780560,C604007,Female,33,Clothing,3,900.24,Cash,30-04-2022,Metropol AVM,2700.7200000000003,1890.5040000000001,810.2160000000001,105,Slow Moving,30.000000000000004,Healthy
I193565,C132871,Female,62,Cosmetics,4,162.64,Cash,16-08-2022,Kanyon,650.56,455.39199999999994,195.168,112,Slow Moving,30.000000000000004,Healthy
I233758,C325757,Female,61,Clothing,3,900.24,Cash,22-01-2023,Istinye Park,2700.7200000000003,1890.5040000000001,810.2160000000001,48,Fast Moving,30.000000000000004,Healthy
I978050,C176604,Female,39,Food & Beverage,5,26.15,Cash,01-02-2023,Mall of Istanbul,130.75,91.52499999999999,39.22500000000001,55,Fast Moving,30.000000000000004,Healthy
I574237,C255835,Male,35,Toys,3,107.52,Debit Card,07-07-2021,Metrocity,322.56,225.79199999999997,96.76800000000003,98,Slow Moving,30.00000000000001,Healthy
I218288,C227736,Female,48,Cosmetics,4,162.64,Credit Card,16-11-2021,Cevahir AVM,650.56,455.39199999999994,195.168,106,Slow Moving,30.000000000000004,Healthy
I920171,C212643,Female,54,Shoes,2,1200.34,Debit Card,16-01-2022,Mall of Istanbul,2400.68,1680.4759999999999,720.204,102,Slow Moving,30.0,Healthy
I321278,C226101,Male,18,Clothing,1,300.08,Credit Card,31-07-2022,Kanyon,300.08,210.05599999999998,90.024,16,Fast Moving,30.000000000000004,Healthy
I946492,C198219,Male,43,Technology,3,3150.0,Cash,07-08-2021,Istinye Park,9450.0,6615.0,2835.0,23,Fast Moving,30.0,Healthy
I265839,C128031,Female,34,Clothing,4,1200.32,Debit Card,17-10-2021,Metrocity,4801.28,3360.8959999999997,1440.384,105,Slow Moving,30.000000000000004,Healthy
I184859,C272792,Female,29,Clothing,4,1200.32,Cash,17-01-2023,Mall of Istanbul,4801.28,3360.8959999999997,1440.384,48,Fast Moving,30.000000000000004,Healthy
I334188,C242616,Female,50,Souvenir,4,46.92,Cash,06-01-2021,Mall of Istanbul,187.68,131.376,56.304,63,Fast Moving,30.0,Healthy
I223615,C287773,Female,37,Clothing,2,600.16,Cash,30-08-2021,Mall of Istanbul,1200.32,840.2239999999999,360.096,53,Fast Moving,30.000000000000004,Healthy
I750563,C174194,Female,34,Food & Beverage,3,15.69,Credit Card,18-10-2021,Metrocity,47.07,32.949,14.121000000000002,65,Fast Moving,30.000000000000004,Healthy
I283725,C991037,Female,37,Shoes,5,3000.85,Cash,22-12-2021,Mall of Istanbul,15004.25,10502.974999999999,4501.2750000000015,21,Fast Moving,30.00000000000001,Healthy
I190799,C108828,Male,37,Clothing,2,600.16,Credit Card,21-03-2021,Metrocity,1200.32,840.2239999999999,360.096,78,Slow Moving,30.000000000000004,Healthy
I187927,C155238,Female,20,Food & Beverage,3,15.69,Cash,28-06-2021,Cevahir AVM,47.07,32.949,14.121000000000002,61,Fast Moving,30.000000000000004,Healthy
I132511,C151287,Female,25,Food & Beverage,2,10.46,Cash,22-11-2021,Istinye Park,20.92,14.644,6.276000000000002,59,Fast Moving,30.000000000000004,Healthy
I309833,C330352,Female,26,Cosmetics,3,121.98,Cash,22-05-2022,Metrocity,365.94,256.15799999999996,109.78200000000004,117,Slow Moving,30.00000000000001,Healthy
I292286,C644712,Female,61,Food & Beverage,5,26.15,Cash,09-03-2021,Kanyon,130.75,91.52499999999999,39.22500000000001,51,Fast Moving,30.000000000000004,Healthy
I280387,C190362,Female,50,Clothing,1,300.08,Cash,14-08-2022,Cevahir AVM,300.08,210.05599999999998,90.024,16,Fast Moving,30.000000000000004,Healthy
I116937,C276518,Female,39,Cosmetics,3,121.98,Credit Card,15-09-2022,Viaport Outlet,365.94,256.15799999999996,109.78200000000004,66,Fast Moving,30.00000000000001,Healthy
I156748,C536552,Male,21,Shoes,3,1800.51,Cash,20-09-2021,Emaar Square Mall,5401.53,3781.0709999999995,1620.4590000000003,84,Slow Moving,30.000000000000004,Healthy
I888064,C275917,Female,38,Cosmetics,4,162.64,Cash,05-11-2022,Kanyon,650.56,455.39199999999994,195.168,92,Slow Moving,30.000000000000004,Healthy
I276626,C330584,Female,56,Shoes,4,2400.68,Credit Card,27-08-2021,Mall of Istanbul,9602.72,6721.9039999999995,2880.816,87,Slow Moving,30.0,Healthy
I133952,C233646,Female,50,Books,5,75.75,Cash,02-02-2023,Mall of Istanbul,378.75,265.125,113.625,12,Fast Moving,30.0,Healthy
I277194,C207954,Female,67,Souvenir,4,46.92,Debit Card,30-01-2021,Metrocity,187.68,131.376,56.304,99,Slow Moving,30.0,Healthy
I841597,C196056,Female,22,Clothing,2,600.16,Credit Card,12-03-2022,Istinye Park,1200.32,840.2239999999999,360.096,25,Fast Moving,30.000000000000004,Healthy
I273164,C213995,Male,62,Clothing,2,600.16,Credit Card,24-09-2022,Mall of Istanbul,1200.32,840.2239999999999,360.096,85,Slow Moving,30.000000000000004,Healthy
I320504,C765010,Female,68,Food & Beverage,5,26.15,Credit Card,29-03-2021,Kanyon,130.75,91.52499999999999,39.22500000000001,91,Slow Moving,30.000000000000004,Healthy
I325460,C321916,Female,64,Food & Beverage,5,26.15,Credit Card,23-05-2022,Istinye Park,130.75,91.52499999999999,39.22500000000001,105,Slow Moving,30.000000000000004,Healthy
I176043,C239532,Female,19,Books,2,30.3,Cash,05-09-2022,Cevahir AVM,60.6,42.42,18.18,84,Slow Moving,30.0,Healthy
I203526,C440342,Female,30,Clothing,1,300.08,Debit Card,16-07-2021,Mall of Istanbul,300.08,210.05599999999998,90.024,74,Fast Moving,30.000000000000004,Healthy
I337611,C137689,Female,35,Shoes,4,2400.68,Debit Card,17-01-2022,Emaar Square Mall,9602.72,6721.9039999999995,2880.816,76,Slow Moving,30.0,Healthy
I332809,C469535,Female,51,Clothing,1,300.08,Cash,15-08-2022,Istinye Park,300.08,210.05599999999998,90.024,29,Fast Moving,30.000000000000004,Healthy
I196861,C310188,Female,23,Toys,2,71.68,Credit Card,30-08-2021,Mall of Istanbul,143.36,100.352,43.00800000000001,86,Slow Moving,30.000000000000004,Healthy
I311320,C289977,Male,18,Toys,5,179.2,Debit Card,30-06-2022,Metrocity,896.0,627.1999999999999,268.80000000000007,93,Slow Moving,30.00000000000001,Healthy
I137236,C105862,Female,18,Cosmetics,2,81.32,Debit Card,17-03-2021,Emaar Square Mall,162.64,113.84799999999998,48.792,16,Fast Moving,30.000000000000004,Healthy
I198802,C261711,Female,29,Food & Beverage,2,10.46,Cash,17-12-2022,Mall of Istanbul,20.92,14.644,6.276000000000002,19,Fast Moving,30.000000000000004,Healthy
I325531,C273903,Female,48,Books,2,30.3,Credit Card,24-02-2021,Metrocity,60.6,42.42,18.18,63,Fast Moving,30.0,Healthy
I235853,C132093,Male,63,Toys,3,107.52,Cash,07-12-2022,Kanyon,322.56,225.79199999999997,96.76800000000003,30,Fast Moving,30.00000000000001,Healthy
I782749,C430623,Female,26,Souvenir,3,35.19,Credit Card,21-02-2022,Mall of Istanbul,105.57,73.89899999999999,31.671000000000006,109,Slow Moving,30.00000000000001,Healthy
I262474,C190938,Female,25,Clothing,4,1200.32,Debit Card,23-12-2021,Forum Istanbul,4801.28,3360.8959999999997,1440.384,113,Slow Moving,30.000000000000004,Healthy
I953752,C338765,Male,38,Clothing,5,1500.4,Cash,07-03-2022,Kanyon,7502.0,5251.4,2250.6000000000004,30,Fast Moving,30.000000000000004,Healthy
I179301,C507408,Male,23,Shoes,4,2400.68,Credit Card,30-11-2021,Mall of Istanbul,9602.72,6721.9039999999995,2880.816,51,Fast Moving,30.0,Healthy
I298561,C545317,Female,69,Toys,1,35.84,Cash,29-12-2021,Istinye Park,35.84,25.088,10.752000000000002,36,Fast Moving,30.000000000000004,Healthy
I184490,C120404,Female,33,Toys,3,107.52,Credit Card,12-03-2022,Emaar Square Mall,322.56,225.79199999999997,96.76800000000003,14,Fast Moving,30.00000000000001,Healthy
I229390,C246959,Female,54,Souvenir,3,35.19,Cash,15-02-2023,Kanyon,105.57,73.89899999999999,31.671000000000006,20,Fast Moving,30.00000000000001,Healthy
I235821,C826270,Female,42,Food & Beverage,3,15.69,Debit Card,11-01-2021,Istinye Park,47.07,32.949,14.121000000000002,75,Fast Moving,30.000000000000004,Healthy
I225155,C267019,Female,55,Shoes,5,3000.85,Cash,02-08-2021,Metropol AVM,15004.25,10502.974999999999,4501.2750000000015,21,Fast Moving,30.00000000000001,Healthy
I942018,C267120,Female,51,Clothing,4,1200.32,Debit Card,04-11-2022,Mall of Istanbul,4801.28,3360.8959999999997,1440.384,27,Fast Moving,30.000000000000004,Healthy
I312066,C291860,Male,54,Food & Beverage,5,26.15,Credit Card,24-12-2022,Metropol AVM,130.75,91.52499999999999,39.22500000000001,30,Fast Moving,30.000000000000004,Healthy
I266425,C132340,Male,35,Clothing,1,300.08,Cash,04-06-2021,Cevahir AVM,300.08,210.05599999999998,90.024,89,Slow Moving,30.000000000000004,Healthy
I218472,C236084,Female,57,Clothing,3,900.24,Debit Card,08-09-2022,Kanyon,2700.7200000000003,1890.5040000000001,810.2160000000001,90,Slow Moving,30.000000000000004,Healthy
I265212,C280123,Female,41,Cosmetics,5,203.3,Cash,09-06-2022,Mall of Istanbul,1016.5,711.55,304.95000000000005,11,Fast Moving,30.000000000000004,Healthy
I207003,C294773,Female,66,Clothing,1,300.08,Debit Card,15-06-2021,Metrocity,300.08,210.05599999999998,90.024,18,Fast Moving,30.000000000000004,Healthy
I108125,C204887,Female,44,Souvenir,5,58.65,Cash,13-03-2021,Metrocity,293.25,205.27499999999998,87.97500000000002,83,Slow Moving,30.00000000000001,Healthy
I115607,C667578,Male,32,Clothing,4,1200.32,Credit Card,15-05-2021,Forum Istanbul,4801.28,3360.8959999999997,1440.384,11,Fast Moving,30.000000000000004,Healthy
I983925,C198062,Male,36,Cosmetics,3,121.98,Cash,09-01-2023,Metrocity,365.94,256.15799999999996,109.78200000000004,13,Fast Moving,30.00000000000001,Healthy
I299483,C267617,Male,38,Clothing,2,600.16,Cash,20-06-2022,Metrocity,1200.32,840.2239999999999,360.096,119,Slow Moving,30.000000000000004,Healthy
I115856,C326318,Male,32,Cosmetics,3,121.98,Cash,16-09-2022,Kanyon,365.94,256.15799999999996,109.78200000000004,52,Fast Moving,30.00000000000001,Healthy
I270947,C830754,Female,25,Food & Beverage,4,20.92,Credit Card,16-09-2022,Viaport Outlet,83.68,58.576,25.104000000000006,76,Slow Moving,30.000000000000004,Healthy
I233823,C822715,Male,60,Food & Beverage,4,20.92,Credit Card,25-12-2021,Kanyon,83.68,58.576,25.104000000000006,118,Slow Moving,30.000000000000004,Healthy
I301321,C106775,Female,68,Clothing,5,1500.4,Credit Card,14-09-2022,Metropol AVM,7502.0,5251.4,2250.6000000000004,63,Fast Moving,30.000000000000004,Healthy
I139837,C184990,Male,67,Souvenir,3,35.19,Credit Card,13-07-2022,Mall of Istanbul,105.57,73.89899999999999,31.671000000000006,91,Slow Moving,30.00000000000001,Healthy
I284663,C182235,Female,67,Clothing,3,900.24,Credit Card,27-03-2022,Emaar Square Mall,2700.7200000000003,1890.5040000000001,810.2160000000001,97,Slow Moving,30.000000000000004,Healthy
I143821,C327130,Female,67,Cosmetics,1,40.66,Credit Card,04-12-2021,Metrocity,40.66,28.461999999999996,12.198,86,Slow Moving,30.000000000000004,Healthy
I246032,C833582,Female,39,Food & Beverage,2,10.46,Credit Card,06-06-2021,Mall of Istanbul,20.92,14.644,6.276000000000002,99,Slow Moving,30.000000000000004,Healthy
I271880,C159246,Female,58,Toys,5,179.2,Cash,10-12-2022,Metrocity,896.0,627.1999999999999,268.80000000000007,98,Slow Moving,30.00000000000001,Healthy
I292522,C155256,Male,57,Clothing,1,300.08,Credit Card,10-03-2021,Cevahir AVM,300.08,210.05599999999998,90.024,43,Fast Moving,30.000000000000004,Healthy
I196500,C287934,Female,64,Clothing,5,1500.4,Credit Card,12-09-2021,Mall of Istanbul,7502.0,5251.4,2250.6000000000004,103,Slow Moving,30.000000000000004,Healthy
I237866,C297260,Male,31,Shoes,5,3000.85,Credit Card,13-01-2023,Metropol AVM,15004.25,10502.974999999999,4501.2750000000015,22,Fast Moving,30.00000000000001,Healthy
